occ_code,sal2008
31-9095,         20100
31-9096,         21210
31-9099,         29350
33-0000,         34630
33-1011,         57380
33-1012,         75490
33-1021,         67440
33-1099,         43570
33-2011,         44260
33-2021,         53030
33-2022,         31380
33-3011,         37820
33-3012,         38380
33-3021,         60910
33-3031,         48930
33-3041,         32390
33-3051,         51410
33-3052,         46670
33-9011,         30310
33-9021,         41760
33-9031,         28850
33-9032,         23460
33-9091,         22790
33-9092,         18450
33-9099,         29120
35-0000,         17860
35-1011,         38770
35-1012,         28970
35-2011,         16880
35-2012,         22210
35-2013,         24070
35-2014,         21990
35-2015,         19260
35-2019,         23060
35-2021,         18630
35-3011,         17770
35-3021,         16430
35-3022,         17520
35-3031,         16660
35-3041,         19380
35-9011,         16740
35-9021,         17040
35-9031,         17510
35-9099,         19530
37-0000,         21880
37-1011,         33980
37-1012,         39920
37-2011,         21450
37-2012,         18990
37-2019,         27230
37-2021,         29890
37-3011,         23150
37-3012,         29770
37-3013,         29970
37-3019,         22390
39-0000,         20420
39-1011,         45500
39-1012,         25460
39-1021,         34910
39-2011,         27270
39-2021,         19360
39-3011,         16310
39-3012,         19690
39-3019,         24090
39-3021,         19680
39-3031,         17360
39-3091,         17470
39-3092,         26250
39-3093,         19720
39-3099,         19540
39-4011,         38100
39-4021,         22110
39-5011,         24050
39-5012,         23140
39-5091,         26270
39-5092,         19670
39-5093,         17300
39-5094,         28730
39-6011,         19730
39-6012,         27180
39-6021,         23270
39-6022,         30360
39-6031,         35930
39-6032,         20750
39-9011,         18970
39-9021,         19180
39-9031,         29210
39-9032,         21960
39-9041,         23410
39-9099,         19940
41-0000,         24310
41-1011,         35310
41-1012,         68100
41-2011,         17660
41-2012,         21980
41-2021,         20900
41-2022,         28520
41-2031,         20510
41-3011,         43480
41-3021,         45430
41-3031,         68680
41-3041,         30570
41-3099,         49430
41-4011,         70200
41-4012,         51330
41-9011,         23260
41-9012,         27410
41-9021,         57500
41-9022,         40150
41-9031,         83100
41-9041,         21960
41-9091,         20990
41-9099,         35350
43-0000,         29780
43-1011,         45790
43-2011,         24220
43-2021,         31670
43-2099,         35050
43-3011,         30630
43-3021,         30950
43-3031,         32510
43-3041,         24890
43-3051,         34810
43-3061,         34780
43-3071,         23610
43-4011,         38710
43-4021,         30630
43-4031,         33200
43-4041,         30390
43-4051,         29860
43-4061,         39310
43-4071,         23800
43-4081,         19480
43-4111,         28140
43-4121,         22630
43-4131,         32470
43-4141,         30230
43-4151,         27990
43-4161,         35750
43-4171,         24550
43-4181,         31070
43-4199,         33600
43-5011,         37270
43-5021,         23330
43-5031,         33670
43-5032,         33850
43-5041,         32950
43-5051,         51040
43-5052,         49800
43-5053,         50020
43-5061,         40480
43-5071,         27660
43-5081,         20800
43-5111,         26940
43-6011,         40030
43-6012,         39860
43-6013,         29680
43-6014,         29050
43-9011,         35600
43-9021,         26120
43-9022,         31390
43-9031,         36600
43-9041,         33100
43-9051,         25100
43-9061,         25320
43-9071,         25780
43-9081,         30490
43-9111,         34850
43-9199,         29320
45-0000,         19420
45-1011,         39750
45-1012,         33500
45-2011,         41170
45-2021,         27090
45-2041,         18850
45-2091,         22710
45-2092,         17960
45-2093,         21070
45-2099,         24950
45-3011,         27950
45-4011,         22850
45-4021,         30490
45-4022,         31580
45-4023,         32520
45-4029,         33190
47-0000,         37940
47-1011,         58140
47-2011,         52260
47-2021,         45630
47-2022,         37800
47-2031,         38940
47-2041,         37030
47-2042,         36410
47-2043,         32050
47-2044,         39210
47-2051,         35080
47-2053,         35880
47-2061,         28520
47-2071,         33270
47-2072,         47850
47-2073,         39270
47-2081,         37700
47-2082,         43740
47-2111,         46420
47-2121,         35580
47-2131,         31900
47-2132,         37340
47-2141,         32960
47-2142,         34860
47-2151,         32710
47-2152,         45640
47-2161,         37470
47-2171,         39890
47-2181,         33630
47-2211,         40290
47-2221,         43010
47-3011,         27440
47-3012,         25390
47-3013,         26390
47-3014,         23360
47-3015,         26480
47-3016,         23870
47-3019,         24970
47-4011,         50180
47-4021,         69380
47-4031,         28050
47-4041,         37310
47-4051,         34000
47-4061,         44220
47-4071,         33680
47-4091,         27400
47-4099,         32550
47-5011,         41920
47-5012,         49800
47-5013,         37590
47-5021,         38240
47-5031,         41960
47-5041,         45940
47-5042,         41480
47-5049,         42890
47-5051,         27900
47-5061,         45210
47-5071,         30610
47-5081,         32730
47-5099,         38450
49-0000,         38680
49-1011,         57300
49-2011,         37810
49-2021,         40260
49-2022,         55600
49-2091,         49310
49-2092,         35280
49-2093,         44450
49-2094,         48430
49-2095,         61040
49-2096,         27640
49-2097,         32080
49-2098,         36660
49-3011,         51390
49-3021,         37040
49-3022,         32110
49-3023,         35100
49-3031,         39390
49-3041,         31860
49-3042,         42820
49-3043,         44680
49-3051,         34520
49-3052,         31360
49-3053,         28920
49-3091,         23200
49-3092,         31480
49-3093,         22460
49-9011,         33500
49-9012,         47040
49-9021,         39680
49-9031,         33910
49-9041,         43670
49-9042,         33710
49-9043,         36790
49-9044,         47570
49-9045,         41150
49-9051,         55100
49-9052,         48090
49-9061,         34300
49-9062,         41520
49-9063,         33080
49-9064,         34660
49-9069,         48970
49-9091,         29930
49-9092,         46340
49-9093,         28470
49-9094,         34460
49-9095,         28250
49-9096,         41130
49-9097,         49700
49-9098,         23830
49-9099,         34240
51-0000,         29090
51-1011,         50440
51-2011,         44130
51-2021,         27730
51-2022,         27490
51-2023,         29360
51-2031,         32660
51-2041,         32400
51-2091,         28030
51-2092,         25620
51-2093,         28550
51-2099,         27820
51-3011,         23290
51-3021,         28290
51-3022,         21810
51-3023,         23030
51-3091,         26640
51-3092,         24170
51-3093,         22880
51-4011,         33330
51-4012,         44310
51-4021,         29760
51-4022,         31000
51-4023,         34110
51-4031,         28160
51-4032,         30850
51-4033,         29460
51-4034,         32940
51-4035,         33270
51-4041,         36210
51-4051,         36350
51-4052,         32570
51-4061,         40670
51-4062,         36920
51-4071,         29400
51-4072,         27390
51-4081,         30920
51-4111,         46430
51-4121,         33560
51-4122,         31610
51-4191,         32030
51-4192,         34920
51-4193,         28380
51-4194,         31970
51-4199,         32460
51-5011,         27390
51-5012,         31040
51-5021,         33710
51-5022,         35030
51-5023,         32170
51-6011,         19010
51-6021,         19040
51-6031,         19870
51-6041,         22880
51-6042,         25090
51-6051,         22010
51-6052,         24990
51-6061,         23680
51-6062,         22620
51-6063,         25400
51-6064,         23970
51-6091,         31160
51-6092,         37760
51-6093,         29000
51-6099,         24650
51-7011,         28980
51-7021,         26890
51-7031,         31320
51-7032,         34010
51-7041,         25820
51-7042,         24740
51-7099,         24080
51-8011,         73320
51-8012,         65890
51-8013,         58470
51-8021,         49790
51-8031,         38430
51-8091,         52480
51-8092,         55760
51-8093,         55010
51-8099,         48620
51-9011,         45260
51-9012,         36690
51-9021,         29910
51-9022,         25710
51-9023,         31280
51-9031,         23670
51-9032,         28800
51-9041,         28960
51-9051,         31840
51-9061,         31240
51-9071,         32940
51-9081,         34170
51-9082,         34460
51-9083,         27210
51-9111,         24400
51-9121,         28400
51-9122,         37150
51-9123,         24070
51-9131,         26010
51-9132,         20360
51-9141,         32230
51-9191,         27510
51-9192,         23980
51-9193,         25060
51-9194,         27500
51-9195,         27870
51-9196,         33080
51-9197,         40240
51-9198,         21790
51-9199,         26750
53-0000,         27340
53-1011,         39990
53-1021,         41970
53-1031,         51320
53-2011,        111680
53-2012,         65340
53-2021,        111870
53-2022,         41360
53-3011,         22410
53-3021,         33940
53-3022,         26600
53-3031,         22260
53-3032,         37270
53-3033,         27610
53-3041,         21550
53-3099,         24910
53-4011,         48440
53-4012,         48190
53-4013,         32610
53-4021,         47710
53-4031,         52830
53-4041,         53220
53-4099,         43930
53-5011,         34390
53-5021,         61960
53-5022,         31910
53-5031,         60690
53-6011,         40640
53-6021,         18790
53-6031,         18950
53-6041,         39530
53-6051,         55250
53-6099,         33000
53-7011,         29010
53-7021,         41870
53-7031,         34740
53-7032,         35200
53-7033,         42720
53-7041,         36400
53-7051,         29070
53-7061,         19450
53-7062,         22660
53-7063,         25570
53-7064,         19060
53-7071,         44610
53-7072,         39130
53-7073,         37860
53-7081,         31050
53-7111,         42200
53-7121,         37730
53-7199,         32620
