occ_code,sal2003
47-2072,         48160
47-2073,         35030
47-2081,         33670
47-2082,         39130
47-2111,         41680
47-2121,         32310
47-2130,         29190
47-2141,         29360
47-2142,         32040
47-2151,         28560
47-2152,         40950
47-2161,         33060
47-2171,         34950
47-2181,         30020
47-2211,         35000
47-2221,         40730
47-3011,         24210
47-3012,         21570
47-3013,         23450
47-3014,         20400
47-3015,         22400
47-3016,         20720
47-4011,         42650
47-4021,         55960
47-4031,         22580
47-4041,         32710
47-4051,         28650
47-4061,         35960
47-4071,         27980
47-4091,         26530
47-5011,         30560
47-5012,         34910
47-5013,         29970
47-5021,         32540
47-5031,         35310
47-5041,         35710
47-5042,         36530
47-5051,         26800
47-5061,         38550
47-5071,         22260
47-5081,         26260
49-0000,         34290
49-1011,         48620
49-2011,         33780
49-2021,         37070
49-2022,         48230
49-2091,         43110
49-2092,         32310
49-2093,         39300
49-2094,         42200
49-2095,         52040
49-2096,         26280
49-2097,         27340
49-2098,         33280
49-3011,         43560
49-3021,         33140
49-3022,         27160
49-3023,         31130
49-3031,         34970
49-3041,         27470
49-3042,         36800
49-3043,         39610
49-3051,         29170
49-3052,         27630
49-3053,         24820
49-3091,         20020
49-3092,         27270
49-3093,         20830
49-9011,         29620
49-9012,         42540
49-9021,         35160
49-9031,         29890
49-9041,         38440
49-9042,         29800
49-9043,         33000
49-9044,         42390
49-9045,         36910
49-9051,         48960
49-9052,         39540
49-9061,         31220
49-9062,         37960
49-9063,         28890
49-9064,         27360
49-9091,         27800
49-9092,         34270
49-9093,         26410
49-9094,         28760
49-9095,         23360
49-9096,         33800
49-9097,         43690
49-9098,         21240
51-0000,         25630
51-1011,         43720
51-2011,         38680
51-2021,         23880
51-2022,         23470
51-2023,         26040
51-2031,         32400
51-2041,         28990
51-2091,         24680
51-2092,         23180
51-2093,         26610
51-3011,         20990
51-3021,         25570
51-3022,         18070
51-3023,         20420
51-3091,         24740
51-3092,         21900
51-3093,         21430
51-4011,         29420
51-4012,         38330
51-4021,         26450
51-4022,         27250
51-4023,         28860
51-4031,         25210
51-4032,         27650
51-4033,         26630
51-4034,         30300
51-4035,         30120
51-4041,         33090
51-4051,         31710
51-4052,         28360
51-4061,         43470
51-4062,         36290
51-4071,         27130
51-4072,         23930
51-4081,         29050
51-4111,         42990
51-4121,         29640
51-4122,         29110
51-4191,         28360
51-4192,         31970
51-4193,         25660
51-4194,         29570
51-5011,         22510
51-5012,         28850
51-5021,         30850
51-5022,         31660
51-5023,         29340
51-6011,         16920
51-6021,         17190
51-6031,         17710
51-6041,         19550
51-6042,         20580
51-6051,         17980
51-6052,         21850
51-6061,         21410
51-6062,         20520
51-6063,         23640
51-6064,         22090
51-6091,         28190
51-6092,         28530
51-6093,         25330
51-7011,         24550
51-7021,         23150
51-7031,         25460
51-7032,         29650
51-7041,         22160
51-7042,         22390
51-8011,         61810
51-8012,         55010
51-8013,         50860
51-8021,         43420
51-8031,         33910
51-8091,         44050
51-8092,         48770
51-8093,         49970
51-9011,         38740
51-9012,         31720
51-9021,         26950
51-9022,         23090
51-9023,         27940
51-9031,         22440
51-9032,         26060
51-9041,         27140
51-9051,         29020
51-9061,         27750
51-9071,         27160
51-9081,         29320
51-9082,         27890
51-9083,         22200
51-9111,         21740
51-9121,         25720
51-9122,         34100
51-9123,         21650
51-9131,         20370
51-9132,         18940
51-9141,         27640
51-9191,         23380
51-9192,         23020
51-9193,         21450
51-9194,         22240
51-9195,         24780
51-9196,         28920
51-9197,         39550
51-9198,         19590
53-0000,         23520
53-1011,         36690
53-1021,         37770
53-1031,         43850
53-2011,***
53-2012,         49830
53-2021,         96260
53-2022,         39090
53-3011,         19000
53-3021,         29710
53-3022,         22580
53-3031,         20370
53-3032,         33310
53-3033,         24090
53-3041,         19010
53-4011,         45990
53-4012,         47320
53-4013,         37450
53-4021,         44900
53-4031,         44320
53-4041,         47770
53-5011,         30020
53-5021,         50980
53-5022,         26020
53-5031,         54100
53-6011,         37380
53-6021,         16630
53-6031,         16870
53-6041,         33590
53-6051,         49590
53-7011,         24690
53-7021,         37150
53-7031,         27800
53-7032,         32150
53-7033,         32150
53-7041,         32040
53-7051,         26370
53-7061,         17190
53-7062,         19930
53-7063,         21980
53-7064,         16940
53-7071,         43610
53-7072,         37430
53-7073,         30970
53-7081,         24040
53-7111,         39080
53-7121,         33060
