occ_code,sal2005
53-6011,         37980
53-6021,         16930
53-6031,         17300
53-6041,         37070
53-6051,         49490
53-6099,         32610
53-7011,         26640
53-7021,         38870
53-7031,         31030
53-7032,         32380
53-7033,         35660
53-7041,         32570
53-7051,         27080
53-7061,         17620
53-7062,         20610
53-7063,         22330
53-7064,         17390
53-7071,         43830
53-7072,         36150
53-7073,         37690
53-7081,         28460
53-7111,         38310
53-7121,         31310
53-7199,         30220
