OCC_CODE,sal2010
29-1127,66920
29-1128,47950
29-1131,82040
29-1181,66660
29-1199,69310
29-2011,56130
29-2012,36280
29-2021,68250
29-2031,49410
29-2032,64380
29-2033,68560
29-2037,54340
29-2041,30360
29-2051,27060
29-2052,28400
29-2053,28710
29-2054,45210
29-2055,39920
29-2056,29710
29-2061,40380
29-2071,32350
29-2081,32940
29-2091,65060
29-2799,38460
29-9011,64660
29-9012,45330
29-9091,41600
29-9799,43970
31-0000,24760
31-1011,20560
31-1012,24010
31-1013,24950
31-2011,51010
31-2012,27430
31-2021,49690
31-2022,23680
31-9011,34900
31-9091,33470
31-9092,28860
31-9093,29490
31-9094,32900
31-9095,21430
31-9096,22040
31-9799,30280
33-0000,36660
33-1011,55910
33-1012,78260
33-1021,68240
33-1099,46100
33-2011,45250
33-2021,52230
33-2022,34910
33-3011,38570
33-3012,39040
33-3021,68820
33-3031,49730
33-3041,35390
33-3051,53540
33-3052,54330
33-9011,32050
33-9021,42870
33-9031,30680
33-9032,23920
33-9091,23610
33-9092,18840
33-9093,37070
33-9099,29890
35-0000,18770
35-1011,40630
35-1012,29560
35-2011,18100
35-2012,22730
35-2013,25570
35-2014,22140
35-2015,19580
35-2019,22740
35-2021,19100
35-3011,18680
35-3021,17950
35-3022,18370
35-3031,18330
35-3041,19430
35-9011,18190
35-9021,18150
35-9031,18450
35-9099,20000
37-0000,22490
37-1011,35090
37-1012,41860
37-2011,22210
37-2012,19300
37-2019,26470
37-2021,30340
37-3011,23400
37-3012,29890
37-3013,30450
37-3019,24160
39-0000,20640
39-1011,48530
39-1012,26630
39-1021,35290
39-2011,26580
39-2021,19550
39-3011,18090
39-3012,20850
39-3019,23940
39-3021,20370
39-3031,18560
39-3091,18450
39-3092,29150
39-3093,19450
39-3099,19570
39-4011,43480
39-4021,22990
39-4831,54330
39-5011,23810
39-5012,22760
39-5091,38130
39-5092,19650
39-5093,18270
39-5094,28920
39-6011,20270
39-6012,27860
39-7011,23290
39-7012,29780
39-9011,19300
39-9021,19640
39-9031,31090
39-9032,22260
39-9041,24440
39-9099,20360
41-0000,24370
41-1011,35820
41-1012,68880
41-2011,18500
41-2012,23170
41-2021,22100
41-2022,28860
41-2031,20670
41-3011,45350
41-3021,46770
41-3031,70190
41-3041,31870
41-3099,50620
41-4011,73710
41-4012,52440
41-9011,23110
41-9012,32920
41-9021,54910
41-9022,40030
41-9031,87390
41-9041,22310
41-9091,22190
41-9799,34380
43-0000,30710
43-1011,47460
43-2011,24920
43-2021,31970
43-2099,36600
43-3011,31310
43-3021,32170
43-3031,34030
43-3041,25690
43-3051,36330
43-3061,36790
43-3071,24100
43-4011,40160
43-4021,33410
43-4031,34390
43-4041,32490
43-4051,30460
43-4061,39960
43-4071,25090
43-4081,19930
43-4111,28820
43-4121,23120
43-4131,33970
43-4141,30440
43-4151,28710
43-4161,36800
43-4171,25240
43-4181,31740
43-4199,37010
43-5011,37150
43-5021,24080
43-5031,35370
43-5032,34560
43-5041,34820
43-5051,53100
43-5052,53860
43-5053,53080
43-5061,42220
43-5071,28370
43-5081,21290
43-5111,27170
43-6011,43520
43-6012,41500
43-6013,30530
43-6014,30830
43-9011,36930
43-9021,27450
43-9022,33400
43-9031,36610
43-9041,34760
43-9051,26090
43-9061,26610
43-9071,27080
43-9081,31360
43-9111,34530
43-9799,30280
45-0000,19630
45-1011,41800
45-2011,41670
45-2021,31340
45-2041,19180
45-2091,24360
45-2092,18690
45-2093,21970
45-2099,24230
45-3011,25590
45-4011,23900
45-4021,34470
45-4022,32390
45-4023,32430
45-4029,34560
47-0000,39080
47-1011,58680
47-2011,54640
47-2021,46930
47-2022,37180
47-2031,39530
47-2041,36090
47-2042,36100
47-2043,31340
47-2044,38110
47-2051,35450
47-2053,38720
47-2061,29280
47-2071,34150
47-2072,47860
47-2073,40400
47-2081,37320
47-2082,45490
47-2111,48250
47-2121,36640
47-2131,31830
47-2132,37650
47-2141,34280
47-2142,37600
47-2151,34800
47-2152,46660
47-2161,37210
47-2171,38430
47-2181,34220
47-2211,41710
47-2221,44540
47-3011,27780
47-3012,25760
47-3013,27220
47-3014,23290
47-3015,26740
47-3016,23320
47-3019,25200
47-4011,52360
47-4021,70910
47-4031,28970
47-4041,37600
47-4051,34780
47-4061,45970
47-4071,33570
47-4091,30430
47-4799,34500
47-5011,43470
47-5012,51980
47-5013,38920
47-5021,39350
47-5031,43730
47-5041,48750
47-5042,44950
47-5049,43850
47-5051,30120
47-5061,49850
47-5071,31770
47-5081,34170
47-5099,39110
49-0000,40120
49-1011,59150
49-2011,37280
49-2021,39740
49-2022,54710
49-2091,52320
49-2092,36170
49-2093,48410
49-2094,51820
49-2095,65230
49-2096,28450
49-2097,32940
49-2098,38500
49-3011,53420
49-3021,38130
49-3022,33160
49-3023,35790
49-3031,40850
49-3041,33640
49-3042,44830
49-3043,47410
49-3051,35600
49-3052,31980
49-3053,29580
49-3091,23660
49-3092,32570
49-3093,23170
49-9011,35780
49-9012,48430
49-9021,42530
49-9031,34730
49-9041,45420
49-9043,38460
49-9044,48360
49-9045,42350
49-9051,58030
49-9052,50850
49-9061,37180
49-9062,44490
49-9063,31760
49-9064,37180
49-9069,50910
49-9071,34730
49-9091,30490
49-9092,51360
49-9093,26380
49-9094,35550
49-9095,28760
49-9096,42780
49-9097,53230
49-9098,24260
49-9799,36420
51-0000,30330
51-1011,53090
51-2011,44820
51-2021,28650
51-2022,29100
51-2023,31640
51-2031,36310
51-2041,34530
51-2091,28600
51-2092,27180
51-2093,31250
51-2099,27040
51-3011,23450
51-3021,28600
51-3022,22330
51-3023,23380
51-3091,27140
51-3092,24640
51-3093,23380
51-4011,34730
51-4012,45900
51-4021,31730
51-4022,33550
51-4023,36680
51-4031,29370
51-4032,32370
51-4033,30670
51-4034,34650
51-4035,36340
51-4041,38520
51-4051,38460
51-4052,34030
51-4061,42740
51-4062,37200
51-4071,30500
51-4072,28160
51-4081,31820
51-4111,46930
51-4121,35450
51-4122,33810
51-4191,32990
51-4192,39830
51-4193,28980
51-4194,34440
51-4199,30840
51-5111,36280
51-5112,33680
51-5113,28920
51-6011,19540
51-6021,19400
51-6031,20600
51-6041,23000
51-6042,26280
51-6051,23140
51-6052,26560
51-6061,22970
51-6062,23490
51-6063,25870
51-6064,25650
51-6091,32400
51-6092,38970
51-6093,29960
51-6099,24840
51-7011,30130
51-7021,27820
51-7031,29370
51-7032,34640
51-7041,26180
51-7042,26520
51-7099,24530
51-8011,75650
51-8012,68900
51-8013,63080
51-8021,52140
51-8031,40770
51-8091,55490
51-8092,57200
51-8093,60040
51-8099,51980
51-9011,45150
51-9012,37840
51-9021,32440
51-9022,27370
51-9023,32870
51-9031,24410
51-9032,30000
51-9041,31210
51-9051,34400
51-9061,33030
51-9071,35170
51-9081,35140
51-9082,35670
51-9083,27970
51-9111,25270
51-9121,29710
51-9122,39040
51-9123,24400
51-9141,33130
51-9151,22010
51-9191,29310
51-9192,25660
51-9193,29320
51-9194,28180
51-9195,28830
51-9196,34130
51-9197,39250
51-9198,22450
51-9399,27900
53-0000,28400
53-1011,49190
53-1021,43800
53-1031,52720
53-2011,103210
53-2012,67500
53-2021,108040
53-2022,45080
53-2031,37740
53-3011,22940
53-3021,35520
53-3022,27580
53-3031,22540
53-3032,37770
53-3033,28630
53-3041,22440
53-3099,28250
53-4011,46630
53-4012,43510
53-4013,35480
53-4021,47670
53-4031,49770
53-4041,56880
53-4099,47730
53-5011,36260
53-5021,64180
53-5022,38510
53-5031,65880
53-6011,45930
53-6021,19530
53-6031,19540
53-6041,41130
53-6051,57640
53-6061,20930
53-6099,32930
53-7011,29270
53-7021,46230
53-7031,33690
53-7032,36920
53-7033,45910
53-7041,37670
53-7051,29780
53-7061,19680
53-7062,23460
53-7063,27000
53-7064,19630
53-7071,50590
53-7072,43740
53-7073,40640
53-7081,32640
53-7111,48110
53-7121,42780
53-7199,34010
