occ_code,sal07
43-4061,         39110
43-4071,         23010
43-4081,         18950
43-4111,         27320
43-4121,         22270
43-4131,         31680
43-4141,         29610
43-4151,         26920
43-4161,         34970
43-4171,         23710
43-4181,         29820
43-4199,         32110
43-5011,         37060
43-5021,         22360
43-5031,         32660
43-5032,         33140
43-5041,         31810
43-5051,         45050
43-5052,         44500
43-5053,         43700
43-5061,         39690
43-5071,         26990
43-5081,         20490
43-5111,         26120
43-6011,         38640
43-6012,         38810
43-6013,         28950
43-6014,         28220
43-9011,         34610
43-9021,         25370
43-9022,         30380
43-9031,         35510
43-9041,         32040
43-9051,         24410
43-9061,         24460
43-9071,         25230
43-9081,         28920
43-9111,         32540
43-9199,         28500
45-0000,         18590
45-1011,         38510
45-1012,         29920
45-2011,         39780
45-2021,         26580
45-2041,         17980
45-2091,         21180
45-2092,         17020
45-2093,         20350
45-2099,         25890
45-3011,         27930
45-4011,         20510
45-4021,         29980
45-4022,         30850
45-4023,         32140
45-4029,         32290
47-0000,         36540
47-1011,         55950
47-2011,         50700
47-2021,         44070
47-2022,         36950
47-2031,         37660
47-2041,         36040
47-2042,         35120
47-2043,         31290
47-2044,         38720
47-2051,         33840
47-2053,         34390
47-2061,         27310
47-2071,         32360
47-2072,         47550
47-2073,         38130
47-2081,         36520
47-2082,         42050
47-2111,         44780
47-2121,         35230
47-2131,         31280
47-2132,         36570
47-2141,         32080
47-2142,         34580
47-2151,         31280
47-2152,         44090
47-2161,         36430
47-2171,         37890
47-2181,         33240
47-2211,         39210
47-2221,         42130
47-3011,         26260
47-3012,         24340
47-3013,         24880
47-3014,         22300
47-3015,         25350
47-3016,         22810
47-3019,         23900
47-4011,         48330
47-4021,         68000
47-4031,         26720
47-4041,         36330
47-4051,         32600
47-4061,         42120
47-4071,         32740
47-4091,         26320
47-4099,         31220
47-5011,         37790
47-5012,         43480
47-5013,         34790
47-5021,         36310
47-5031,         41520
47-5041,         43860
47-5042,         39930
47-5049,         40350
47-5051,         28050
47-5061,         43270
47-5071,         28510
47-5081,         29890
47-5099,         38960
49-0000,         37520
49-1011,         55380
49-2011,         37100
49-2021,         39280
49-2022,         54070
49-2091,         48100
49-2092,         34130
49-2093,         43940
49-2094,         47110
49-2095,         58970
49-2096,         28130
49-2097,         31260
49-2098,         35390
49-3011,         49010
49-3021,         35690
49-3022,         31470
49-3023,         34170
49-3031,         38640
49-3041,         30690
49-3042,         41450
49-3043,         44970
49-3051,         34210
49-3052,         30300
49-3053,         28060
49-3091,         21820
49-3092,         31760
49-3093,         21880
49-9011,         31880
49-9012,         46140
49-9021,         38360
49-9031,         33560
49-9041,         42350
49-9042,         32570
49-9043,         35590
49-9044,         46090
49-9045,         41060
49-9051,         52570
49-9052,         47220
49-9061,         35850
49-9062,         40320
49-9063,         32030
49-9064,         33110
49-9069,         47410
49-9091,         29060
49-9092,         41610
49-9093,         28060
49-9094,         33230
49-9095,         26680
49-9096,         39420
49-9097,         51120
49-9098,         22920
49-9099,         33010
51-0000,         28130
51-1011,         48670
51-2011,         45420
51-2021,         27100
51-2022,         26540
51-2023,         28560
51-2031,         31500
51-2041,         31030
51-2091,         26630
51-2092,         24630
51-2093,         28420
51-2099,         27910
51-3011,         22590
51-3021,         27480
51-3022,         21050
51-3023,         22500
51-3091,         25330
51-3092,         23730
51-3093,         22420
51-4011,         32550
51-4012,         42520
51-4021,         28750
51-4022,         30250
51-4023,         32590
51-4031,         27240
51-4032,         30240
51-4033,         28640
51-4034,         32470
51-4035,         31950
51-4041,         35230
51-4051,         34580
51-4052,         31610
51-4061,         40580
51-4062,         36270
51-4071,         29200
51-4072,         26430
51-4081,         30390
51-4111,         45090
51-4121,         32270
51-4122,         30980
51-4191,         31270
51-4192,         35210
51-4193,         27870
51-4194,         30990
51-4199,         32750
51-5011,         26470
51-5012,         28740
51-5021,         32630
51-5022,         33990
51-5023,         31490
51-6011,         18420
51-6021,         18440
51-6031,         19370
51-6041,         21570
51-6042,         24390
51-6051,         21010
51-6052,         24100
51-6061,         23630
51-6062,         22450
51-6063,         24510
51-6064,         23370
51-6091,         29830
51-6092,         35740
51-6093,         28070
51-6099,         23880
51-7011,         27970
51-7021,         25820
51-7031,         30060
51-7032,         32510
51-7041,         24830
51-7042,         24190
51-7099,         23400
51-8011,         70410
51-8012,         63320
51-8013,         56640
51-8021,         47640
51-8031,         37090
51-8091,         50860
51-8092,         54640
51-8093,         53010
51-8099,         46740
51-9011,         44050
51-9012,         35940
51-9021,         28680
51-9022,         24850
51-9023,         30340
51-9031,         23280
51-9032,         28500
51-9041,         28000
51-9051,         30750
51-9061,         30310
51-9071,         31200
51-9081,         33480
51-9082,         32640
51-9083,         26550
51-9111,         23760
51-9121,         27550
51-9122,         36000
51-9123,         23180
51-9131,         24940
51-9132,         19710
51-9141,         31870
51-9191,         26300
51-9192,         23040
51-9193,         23670
51-9194,         26540
51-9195,         26650
51-9196,         32050
51-9197,         41720
51-9198,         21090
51-9199,         25640
53-0000,         26320
53-1011,         37760
53-1021,         40640
53-1031,         49850
53-2011,        103590
53-2012,         61640
53-2021,        112930
53-2022,         38320
53-3011,         21140
53-3021,         33160
53-3022,         25860
53-3031,         21380
53-3032,         36220
53-3033,         26380
53-3041,         20810
53-3099,         24190
53-4011,         57520
53-4012,         45310
53-4013,         39020
53-4021,         51140
53-4031,         58650
53-4041,         50520
53-4099,         39260
53-5011,         32570
53-5021,         57210
53-5022,         32570
53-5031,         56090
53-6011,         39230
53-6021,         18020
53-6031,         18290
53-6041,         38880
53-6051,         51440
53-6099,         32270
53-7011,         28060
53-7021,         40260
53-7031,         34240
53-7032,         34050
53-7033,         39080
53-7041,         34770
53-7051,         28010
53-7061,         18680
53-7062,         21900
53-7063,         23880
53-7064,         18310
53-7071,         45390
53-7072,         39000
53-7073,         36700
53-7081,         29420
53-7111,         40920
53-7121,         33140
53-7199,         30650
