occ_code,sal2006
19-2011,         95740
19-2012,         94240
19-2021,         77150
19-2031,         59870
19-2032,         74610
19-2041,         56100
19-2042,         72660
19-2043,         66260
19-2099,         83450
19-3011,         77010
19-3021,         58820
19-3022,         33360
19-3031,         59440
19-3032,         86420
19-3039,         76310
19-3041,         60290
19-3051,         56630
19-3091,         49930
19-3092,         62990
19-3093,         48520
19-3094,         90140
19-3099,         64920
19-4011,         31730
19-4021,         35710
19-4031,         39240
19-4041,         46160
19-4051,         65500
19-4061,         33860
19-4091,         38090
19-4092,         45330
19-4093,         30880
19-4099,         37920
21-0000,         35790
21-1011,         34040
21-1012,         47530
21-1013,         43210
21-1014,         34380
21-1015,         29200
21-1019,         38210
21-1021,         37480
21-1022,         43040
21-1023,         35410
21-1029,         43580
21-1091,         41330
21-1092,         42500
21-1093,         25580
21-1099,         35210
21-2011,         39680
21-2021,         34260
21-2099,         24330
23-0000,         67730
23-1011,        102470
23-1021,         72600
23-1022,         49490
23-1023,        101690
23-2011,         43040
23-2091,         45610
23-2092,         36360
23-2093,         36020
23-2099,         45140
25-0000,         41100
25-1011,         62040
25-1021,         57620
25-1022,         56420
25-1031,         64620
25-1032,         76670
25-1041,         75140
25-1042,         69210
25-1043,         64430
25-1051,         69300
25-1052,         61220
25-1053,         64780
25-1054,         68170
25-1061,         62820
25-1062,         56380
25-1063,         71850
25-1064,         59000
25-1065,         61820
25-1066,         58670
25-1067,         56620
25-1069,         61210
25-1071,         77190
25-1072,         55280
25-1081,         52800
25-1082,         54570
25-1111,         49730
25-1112,         87240
25-1113,         54340
25-1121,         53160
25-1122,         53110
25-1123,         51730
25-1124,         51900
25-1125,         57390
25-1126,         54880
25-1191,         27840
25-1192,         55310
25-1193,         49270
25-1194,         43900
25-1199,         63930
25-2011,         22680
25-2012,         43580
25-2021,         45570
25-2022,         46300
25-2023,         44240
25-2031,         47740
25-2032,         48690
25-2041,         46360
25-2042,         47650
25-2043,         48330
25-3011,         43910
25-3021,         33440
25-3099,         28660
25-4011,         40730
25-4012,         46300
25-4013,         34340
25-4021,         49060
25-4031,         26560
25-9011,         40530
25-9021,         41710
25-9031,         52790
25-9041,         20740
25-9099,         32160
27-0000,         38340
27-1011,         68100
27-1012,         24090
27-1013,         41970
27-1014,         51350
27-1019,         41990
27-1021,         54560
27-1022,         62610
27-1023,         21700
27-1024,         39900
27-1025,         42260
27-1026,         23820
27-1027,         41820
27-1029,         43870
27-2011,*
27-2012,         56310
27-2021,         41060
27-2022,         26950
27-2023,         22880
27-2031,*
27-2032,         34660
27-2041,         39750
27-2042,*
27-2099,*
27-3011,         24310
27-3012,         24990
27-3021,         46710
27-3022,         33470
27-3031,         47350
27-3041,         46990
27-3042,         58050
27-3043,         48640
27-3091,         35560
27-3099,         42570
27-4011,         34840
27-4012,         30690
27-4013,         37890
27-4014,         43010
27-4021,         26170
27-4031,         40060
27-4032,         46670
27-4099,         52070
29-0000,         51980
29-1011,         65220
29-1021,        132140
29-1022,#
29-1023,#
29-1024,#
29-1029,         91200
29-1031,         46980
29-1041,         91040
29-1051,         94520
29-1061,#
29-1062,#
29-1063,#
29-1064,#
29-1065,        138130
29-1066,#
29-1067,#
29-1069,#
29-1071,         74980
29-1081,        108220
29-1111,         57280
29-1121,         57120
29-1122,         60470
29-1123,         66200
29-1124,         66170
29-1125,         34990
29-1126,         47420
29-1127,         57710
29-1129,         42250
29-1131,         71990
29-1199,         61570
29-2011,         49700
29-2012,         32840
29-2021,         62800
29-2031,         42300
29-2032,         57160
29-2033,         62300
29-2034,         48170
29-2041,         27070
29-2051,         24040
29-2052,         25630
29-2053,         27780
29-2054,         39120
29-2055,         36080
29-2056,         26780
29-2061,         36550
29-2071,         28030
29-2081,         30300
29-2091,         58980
29-2099,         35140
29-9011,         58030
29-9012,         42160
29-9091,         36560
29-9099,         37200
31-0000,         22870
31-1011,         19420
31-1012,         22180
31-1013,         23900
31-2011,         42060
31-2012,         25020
31-2021,         41360
31-2022,         22060
31-9011,         33400
31-9091,         30220
31-9092,         26290
31-9093,         25950
31-9094,         29950
31-9095,         19440
31-9096,         19960
31-9099,         26990
33-0000,         32070
33-1011,         52580
33-1012,         69310
33-1021,         62900
33-1099,         41570
33-2011,         41190
33-2021,         48050
33-2022,         32940
33-3011,         34210
33-3012,         35760
33-3021,         58260
33-3031,         43700
33-3041,         30160
33-3051,         47460
33-3052,         47080
33-9011,         27910
33-9021,         33750
33-9031,         27130
33-9032,         21530
33-9091,         21060
33-9092,         17160
33-9099,         26920
35-0000,         16430
35-1011,         34370
35-1012,         26980
35-2011,         15410
35-2012,         20410
35-2013,         22870
35-2014,         20340
35-2015,         17880
35-2019,         21610
35-2021,         17410
35-3011,         16350
35-3021,         15050
35-3022,         16130
35-3031,         14850
35-3041,         18090
35-9011,         15310
35-9021,         15750
35-9031,         16170
35-9099,         17780
37-0000,         20290
37-1011,         31290
37-1012,         37300
37-2011,         19930
37-2012,         17580
37-2019,         25090
37-2021,         27880
37-3011,         21260
37-3012,         26700
37-3013,         28250
37-3019,         20420
39-0000,         19070
39-1011,         41160
39-1012,         22720
39-1021,         32800
39-2011,         26310
39-2021,         18140
39-3011,         14730
39-3012,         18800
39-3019,         21890
39-3021,         17450
39-3031,         15880
39-3091,         16290
39-3092,         25740
39-3093,         18610
39-4011,         37840
39-4021,         20350
39-5011,         23150
39-5012,         21320
39-5091,         31820
39-5092,         19190
39-5093,         16170
39-5094,         26170
39-6011,         18360
39-6012,         24600
39-6021,         20420
39-6022,         28460
39-6031,***
39-6032,         20070
39-9011,         17630
39-9021,         17770
39-9031,         25910
39-9032,         20470
39-9041,         22670
39-9099,         18970
41-0000,         23160
41-1011,         33960
41-1012,         65510
41-2011,         16810
41-2012,         20680
41-2021,         19570
41-2022,         27430
41-2031,         19760
41-3011,         42750
41-3021,         43870
41-3031,         68500
41-3041,         29210
41-3099,         48100
41-4011,         64440
41-4012,         49610
41-9011,         22150
41-9012,         23340
41-9021,         60790
41-9022,         39760
41-9031,         77720
41-9041,         20990
41-9091,         20190
41-9099,         34250
43-0000,         28080
43-1011,         43510
43-2011,         22640
43-2021,         34140
43-2099,         31680
43-3011,         29050
43-3021,         28850
43-3031,         30560
43-3041,         23150
43-3051,         32400
43-3061,         33100
43-3071,         22140
43-4011,         36390
43-4021,         28700
43-4031,         30980
43-4041,         29970
43-4051,         28330
43-4061,         37540
43-4071,         22090
43-4081,         18460
43-4111,         26290
43-4121,         21640
43-4131,         30970
43-4141,         28390
43-4151,         26340
43-4161,         33750
43-4171,         22900
43-4181,         28540
43-4199,         31150
43-5011,         37110
43-5021,         21540
43-5031,         31470
43-5032,         32190
43-5041,         30330
43-5051,         44800
43-5052,         44350
43-5053,         43900
43-5061,         38620
43-5071,         26070
43-5081,         20440
43-5111,         25370
43-6011,         37240
43-6012,         38190
43-6013,         28090
43-6014,         27450
43-9011,         33560
43-9021,         24690
43-9022,         29430
43-9031,         34130
43-9041,         31120
43-9051,         23810
43-9061,         23710
43-9071,         24540
43-9081,         27450
43-9111,         31250
43-9199,         27200
45-0000,         17950
45-1011,         37750
45-1012,         23550
45-2011,         38100
45-2021,         27090
45-2041,         17200
45-2091,         20230
45-2092,         16540
45-2093,         19060
45-2099,         22470
45-3011,         27250
45-4011,         20810
45-4021,         28710
45-4022,         29700
45-4023,         29240
45-4029,         31870
47-0000,         35450
47-1011,         53850
47-2011,         46960
47-2021,         42980
47-2022,         35960
47-2031,         36550
47-2041,         34560
47-2042,         34190
47-2043,         28890
47-2044,         36590
47-2051,         32650
47-2053,         31630
47-2061,         26320
47-2071,         31300
47-2072,         46180
47-2073,         36890
47-2081,         36140
47-2082,         41280
47-2111,         43610
47-2121,         34610
47-2131,         30510
47-2132,         36900
47-2141,         31190
47-2142,         33710
47-2151,         30330
47-2152,         42770
47-2161,         34700
47-2171,         38220
47-2181,         32260
47-2211,         37360
47-2221,         40480
47-3011,         25350
47-3012,         23060
47-3013,         23760
47-3014,         21330
47-3015,         23910
47-3016,         21760
47-3019,         22760
47-4011,         46570
47-4021,         63620
47-4031,         26400
47-4041,         35450
47-4051,         31540
47-4061,         40000
47-4071,         31430
47-4091,         28700
47-4099,         30470
47-5011,         36240
47-5012,         38460
47-5013,         32910
47-5021,         34500
47-5031,         39890
47-5041,         40430
47-5042,         39990
47-5049,         37370
47-5051,         27130
47-5061,         41250
47-5071,         25700
47-5081,         28680
47-5099,         35450
49-0000,         36720
49-1011,         53890
49-2011,         36480
49-2021,         37690
49-2022,         52430
49-2091,         46950
49-2092,         32860
49-2093,         43110
49-2094,         45180
49-2095,         57400
49-2096,         28220
49-2097,         29980
49-2098,         34810
49-3011,         47740
49-3021,         35180
49-3022,         30720
49-3023,         33780
49-3031,         37660
49-3041,         29460
49-3042,         40440
49-3043,         43320
49-3051,         33210
49-3052,         30050
49-3053,         26910
49-3091,         21790
49-3092,         31510
49-3093,         21340
49-9011,         31610
49-9012,         45440
49-9021,         37660
49-9031,         33860
49-9041,         41050
49-9042,         31910
49-9043,         34550
49-9044,         45630
49-9045,         40780
49-9051,         50780
49-9052,         46280
49-9061,         34850
49-9062,         40580
49-9063,         29200
49-9064,         30900
49-9069,         46250
49-9091,         28710
49-9092,         39590
49-9093,         28370
49-9094,         32020
49-9095,         25080
49-9096,         39220
49-9097,         50150
49-9098,         22270
49-9099,         32940
51-0000,         27360
51-1011,         47300
51-2011,         45410
51-2021,         26300
51-2022,         25560
51-2023,         27560
51-2031,         33250
51-2041,         30290
51-2091,         25980
51-2092,         24190
51-2093,         28830
51-2099,         26730
51-3011,         22030
51-3021,         26930
51-3022,         20370
51-3023,         21690
51-3091,         23510
51-3092,         23100
51-3093,         21280
51-4011,         31670
51-4012,         42480
51-4021,         28250
51-4022,         28980
51-4023,         31050
51-4031,         26340
51-4032,         29870
51-4033,         28080
51-4034,         32160
51-4035,         31570
51-4041,         34770
51-4051,         32640
51-4052,         29570
51-4061,         42050
51-4062,         35380
51-4071,         28740
51-4072,         25560
51-4081,         30530
51-4111,         44290
51-4121,         31400
51-4122,         30980
51-4191,         30850
51-4192,         33600
51-4193,         27470
51-4194,         30640
51-4199,         34710
51-5011,         25570
51-5012,         30260
51-5021,         32410
51-5022,         33310
51-5023,         30990
51-6011,         17850
51-6021,         17800
51-6031,         18810
51-6041,         20450
51-6042,         21910
51-6051,         20370
51-6052,         22910
51-6061,         23290
51-6062,         21620
51-6063,         24290
51-6064,         23050
51-6091,         28670
51-6092,         32730
51-6093,         27230
51-6099,         22950
51-7011,         27010
51-7021,         25010
51-7031,         28470
51-7032,         31510
51-7041,         24280
51-7042,         23940
51-7099,         22580
51-8011,         69370
51-8012,         62590
51-8013,         55000
51-8021,         46040
51-8031,         36070
51-8091,         49080
51-8092,         53670
51-8093,         52380
51-8099,         46270
51-9011,         40290
51-9012,         34970
51-9021,         28080
51-9022,         23880
51-9023,         29330
51-9031,         22330
51-9032,         27930
51-9041,         27710
51-9051,         30320
51-9061,         29420
51-9071,         29750
51-9081,         32580
51-9082,         31180
51-9083,         25460
51-9111,         22990
51-9121,         26830
51-9122,         35680
51-9123,         22970
51-9131,         23280
51-9132,         19500
51-9141,         32860
51-9191,         25170
51-9192,         22850
51-9193,         23880
51-9194,         25590
51-9195,         25010
51-9196,         31490
51-9197,         38120
51-9198,         20740
51-9199,         24890
53-0000,         25300
53-1011,         39840
53-1021,         39570
53-1031,         48330
53-2011,***
53-2012,         57480
53-2021,        117240
53-2022,         37630
53-3011,         20370
53-3021,         32090
53-3022,         24820
53-3031,         20770
53-3032,         35040
53-3033,         25300
53-3041,         20350
53-3099,         22710
53-4011,         57990
53-4012,         41290
53-4013,         37880
53-4021,         48860
53-4031,         55530
53-4041,         48980
53-4099,         39150
53-5011,         30630
53-5021,         53430
53-5022,         32350
53-5031,         54820
53-6011,         39010
53-6021,         17320
53-6031,         17750
53-6041,         37140
53-6051,         50390
53-6099,         30180
53-7011,         27220
53-7021,         39040
53-7031,         33820
53-7032,         32930
53-7033,         37250
53-7041,         33620
53-7051,         27270
53-7061,         18060
53-7062,         21220
53-7063,         22640
53-7064,         17650
53-7071,         45400
53-7072,         39800
53-7073,         36150
53-7081,         28970
53-7111,         39060
53-7121,         31970
53-7199,         30270
