OCC_CODE,sal2011
29-1128,49120
29-1131,82900
29-1181,68390
29-1199,70690
29-2011,57010
29-2012,36950
29-2021,69280
29-2031,51020
29-2032,65210
29-2033,69450
29-2037,55120
29-2041,30710
29-2051,26730
29-2052,28940
29-2053,28470
29-2054,46350
29-2055,40950
29-2056,30140
29-2061,41150
29-2071,33310
29-2081,33100
29-2091,65250
29-2799,38080
29-9011,66270
29-9012,46030
29-9091,42400
29-9799,44950
31-0000,25140
31-1011,20610
31-1012,24190
31-1013,25170
31-2011,52040
31-2012,28200
31-2021,51040
31-2022,23680
31-9011,35830
31-9091,34140
31-9092,29100
31-9093,30050
31-9094,33480
31-9095,21970
31-9096,22830
31-9799,30790
33-0000,36740
33-1011,55030
33-1012,77890
33-1021,69510
33-1099,46420
33-2011,45420
33-2021,53330
33-2022,33670
33-3011,38950
33-3012,38990
33-3021,71770
33-3031,50070
33-3041,35340
33-3051,54230
33-3052,56390
33-9011,32460
33-9021,43710
33-9031,30410
33-9032,23900
33-9091,23440
33-9092,18900
33-9093,36910
33-9099,31310
35-0000,18900
35-1011,42350
35-1012,29550
35-2011,18300
35-2012,22710
35-2013,28110
35-2014,22080
35-2015,19780
35-2019,22800
35-2021,19270
35-3011,18850
35-3021,18230
35-3022,18510
35-3031,18570
35-3041,19550
35-9011,18420
35-9021,18360
35-9031,18560
35-9099,19750
37-0000,22620
37-1011,35230
37-1012,42050
37-2011,22370
37-2012,19390
37-2019,27330
37-2021,30220
37-3011,23410
37-3012,29980
37-3013,31320
37-3019,25100
39-0000,20730
39-1011,48820
39-1012,29180
39-1021,35230
39-2011,25980
39-2021,19510
39-3011,18460
39-3012,21320
39-3019,22070
39-3021,20330
39-3031,18610
39-3091,18650
39-3092,32810
39-3093,19250
39-3099,21160
39-4011,43800
39-4021,22750
39-4831,52790
39-5011,24190
39-5012,22570
39-5091,53090
39-5092,19440
39-5093,18420
39-5094,29190
39-6011,20880
39-6012,27350
39-7011,23620
39-7012,30670
39-9011,19430
39-9021,19730
39-9031,31030
39-9032,22130
39-9041,24540
39-9099,20470
41-0000,24840
41-1011,36480
41-1012,70520
41-2011,18820
41-2012,24450
41-2021,22740
41-2022,29350
41-2031,21010
41-3011,45250
41-3021,47450
41-3031,72060
41-3041,33930
41-3099,50630
41-4011,74750
41-4012,53540
41-9011,23770
41-9012,18670
41-9021,59340
41-9022,39070
41-9031,89330
41-9041,22520
41-9091,22160
41-9799,32400
43-0000,31250
43-1011,48810
43-2011,25320
43-2021,32730
43-2099,38620
43-3011,31920
43-3021,32880
43-3031,34740
43-3041,25580
43-3051,37160
43-3061,37640
43-3071,24590
43-4011,41760
43-4021,34330
43-4031,34300
43-4041,33560
43-4051,30610
43-4061,41060
43-4071,25630
43-4081,20130
43-4111,29560
43-4121,23440
43-4131,34820
43-4141,31030
43-4151,28940
43-4161,37250
43-4171,25690
43-4181,33300
43-4199,37780
43-5011,38210
43-5021,24750
43-5031,35930
43-5032,35200
43-5041,35400
43-5051,53100
43-5052,55160
43-5053,53080
43-5061,43100
43-5071,28790
43-5081,21890
43-5111,27390
43-6011,45580
43-6012,42460
43-6013,31060
43-6014,31870
43-9011,37970
43-9021,27690
43-9022,34260
43-9031,36800
43-9041,35210
43-9051,26610
43-9061,27190
43-9071,27570
43-9081,31940
43-9111,38570
43-9799,31120
45-0000,19460
45-1011,42600
45-2011,41390
45-2021,34930
45-2041,19080
45-2091,25220
45-2092,18690
45-2093,22100
45-2099,25290
45-3011,27000
45-4011,23300
45-4021,36960
45-4022,33340
45-4023,32440
45-4029,33860
47-0000,39820
47-1011,59150
47-2011,56910
47-2021,46800
47-2022,36640
47-2031,40010
47-2041,36750
47-2042,35360
47-2043,33350
47-2044,37080
47-2051,35600
47-2053,41240
47-2061,29730
47-2071,35270
47-2072,45500
47-2073,41510
47-2081,36970
47-2082,44910
47-2111,49320
47-2121,37350
47-2131,32420
47-2132,37990
47-2141,35430
47-2142,37760
47-2151,35900
47-2152,47750
47-2161,36830
47-2171,37990
47-2181,35280
47-2211,42730
47-2221,45690
47-3011,27820
47-3012,26400
47-3013,27620
47-3014,23500
47-3015,27010
47-3016,23260
47-3019,25320
47-4011,53180
47-4021,75060
47-4031,29580
47-4041,38120
47-4051,35220
47-4061,45000
47-4071,33740
47-4091,32340
47-4799,35200
47-5011,45220
47-5012,51310
47-5013,40750
47-5021,40200
47-5031,45370
47-5041,50620
47-5042,49090
47-5049,45630
47-5051,32510
47-5061,53130
47-5071,32980
47-5081,32870
47-5099,40030
49-0000,40600
49-1011,59850
49-2011,36360
49-2021,42160
49-2022,53960
49-2091,54720
49-2092,35890
49-2093,49810
49-2094,52320
49-2095,67450
49-2096,30200
49-2097,34470
49-2098,39540
49-3011,54590
49-3021,38180
49-3022,33720
49-3023,36180
49-3031,41640
49-3041,34230
49-3042,45600
49-3043,47740
49-3051,35520
49-3052,32410
49-3053,30200
49-3091,23210
49-3092,34000
49-3093,23440
49-9011,36640
49-9012,49600
49-9021,43380
49-9031,35440
49-9041,46270
49-9043,39490
49-9044,49270
49-9045,42700
49-9051,60190
49-9052,51720
49-9061,37140
49-9062,44870
49-9063,31090
49-9064,39140
49-9069,51730
49-9071,35030
49-9091,30820
49-9092,52550
49-9093,27970
49-9094,36680
49-9095,28490
49-9096,43020
49-9097,54610
49-9098,24060
49-9799,36710
51-0000,30670
51-1011,53670
51-2011,46210
51-2021,29430
51-2022,29030
51-2023,31730
51-2031,36420
51-2041,35170
51-2091,28540
51-2092,27490
51-2093,29870
51-2099,26130
51-3011,23250
51-3021,28460
51-3022,22720
51-3023,23490
51-3091,27580
51-3092,25430
51-3093,24520
51-4011,35220
51-4012,45890
51-4021,32300
51-4022,34410
51-4023,36920
51-4031,29720
51-4032,33510
51-4033,31280
51-4034,36070
51-4035,36140
51-4041,39220
51-4051,38680
51-4052,34140
51-4061,44850
51-4062,39950
51-4071,30790
51-4072,28480
51-4081,33220
51-4111,46650
51-4121,35920
51-4122,34770
51-4191,33590
51-4192,39870
51-4193,29640
51-4194,34570
51-4199,31540
51-5111,37060
51-5112,34290
51-5113,29420
51-6011,19670
51-6021,19440
51-6031,21120
51-6041,23430
51-6042,25330
51-6051,23540
51-6052,26210
51-6061,23350
51-6062,23690
51-6063,26110
51-6064,26340
51-6091,31760
51-6092,39800
51-6093,29770
51-6099,25060
51-7011,30530
51-7021,28360
51-7031,28750
51-7032,38870
51-7041,26220
51-7042,27090
51-7099,25070
51-8011,76590
51-8012,70700
51-8013,65280
51-8021,53070
51-8031,41780
51-8091,55940
51-8092,59550
51-8093,61260
51-8099,53200
51-9011,45550
51-9012,37720
51-9021,32390
51-9022,27420
51-9023,33590
51-9031,24600
51-9032,30820
51-9041,31190
51-9051,35270
51-9061,34040
51-9071,34030
51-9081,35590
51-9082,35630
51-9083,28750
51-9111,25620
51-9121,30020
51-9122,39600
51-9123,25660
51-9141,32530
51-9151,22860
51-9191,29590
51-9192,26360
51-9193,29210
51-9194,28510
51-9195,28940
51-9196,34270
51-9197,40760
51-9198,22520
51-9399,27440
53-0000,28760
53-1011,46840
53-1021,44580
53-1031,52950
53-2011,105580
53-2012,70000
53-2021,113540
53-2022,47180
53-2031,38020
53-3011,22820
53-3021,35720
53-3022,28110
53-3031,22770
53-3032,37930
53-3033,29080
53-3041,22760
53-3099,27180
53-4011,49380
53-4012,44720
53-4013,40990
53-4021,50430
53-4031,53880
53-4041,63820
53-4099,49000
53-5011,36800
53-5021,63920
53-5022,36620
53-5031,70840
53-6011,45940
53-6021,19820
53-6031,19930
53-6041,42300
53-6051,62230
53-6061,21650
53-6099,34060
53-7011,29320
53-7021,46460
53-7031,33530
53-7032,37380
53-7033,45580
53-7041,41560
53-7051,30010
53-7061,19850
53-7062,23750
53-7063,27020
53-7064,19870
53-7071,52440
53-7072,43870
53-7073,41320
53-7081,32280
53-7111,50820
53-7121,39860
53-7199,35160
